customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0327-IYXVR,2024-12-18,Referral,2025-12-18,Standard,Monthly,,,13.99,1767,58,0,Warinder,India,Maharashtra,Male,2007-11-30,2025-03-31,N,20.0,1
0328-OWDCE,2020-11-17,Paid,2021-11-17,Basic,Annual,,,8.99,195,14,0,Chaman,India,Jharkhand,Female,1967-11-24,,,,0
0329-JGMAL,2022-07-04,Referral,2023-07-04,Standard,Annual,,,13.99,1199,55,0,Alexander,India,Karnataka,Male,1971-05-27,,,,0
0330-HACFL,2021-11-28,Paid,2022-11-28,Premium,Annual,,,22.99,3459,51,0,Jackson,India,Tamil Nadu,Male,1987-02-08,,,,0
0331-AECMY,2020-09-01,Paid,2021-09-01,Basic,Monthly,,,7.99,610,27,0,Chanchal,India,Gujarat,Female,2006-10-24,2025-02-05,N,28.0,1
0332-PXDPD,2021-11-02,Referral,2022-11-02,Basic,Monthly,2023-05-14,Too expensive,6.99,254,81,1,Yatan,India,Telangana,Male,1989-05-11,,,,0
0333-VNNCT,2023-08-08,Paid,2024-08-07,Premium,Annual,2025-06-29,Too expensive,9.99,690,87,1,Tristan,India,West Bengal,Male,1969-03-21,2026-06-11,Y,84.0,1
0334-BAUWG,2022-02-28,Referral,2023-02-28,Standard,Annual,2024-01-23,Too expensive,9.99,326,94,1,Charita,India,Bihar,Female,1999-04-22,2026-04-04,Y,94.0,1
0335-GYKNM,2021-12-19,Paid,2022-12-19,Standard,Monthly,,,14.99,941,19,0,Ishaan,India,Punjab,Male,1979-01-27,,,,0
0336-YMBJU,2023-08-09,Paid,2024-08-08,Standard,Annual,,,15.99,982,69,0,Wridesh,India,Bihar,Male,1973-05-12,2025-11-13,N,78.0,1
0337-OFTXY,2023-01-14,Paid,2024-01-14,Standard,Monthly,,,13.99,1041,58,0,Janaki,India,Maharashtra,Female,1977-12-14,2026-01-28,N,96.0,1
0338-URDRR,2020-10-24,Paid,2021-10-24,Standard,Monthly,,,14.99,719,65,0,Aarush,India,Maharashtra,Male,1987-12-08,2024-07-17,N,48.0,1
0339-SUBFW,2023-03-21,Organic,2024-03-20,Standard,Monthly,,,15.99,1707,11,0,Gauri,India,Karnataka,Female,1998-02-04,,,,0
0340-NUTJL,2025-01-19,Paid,2026-01-19,Standard,Monthly,,,13.99,1298,59,0,Ranveer,India,Madhya Pradesh,Male,2003-12-20,,,,0
0341-QLDDQ,2021-07-08,Paid,2022-07-08,Standard,Monthly,,,15.99,1746,47,0,Atharv,India,Haryana,Male,1981-01-18,2025-05-20,N,22.0,1
0342-XZYKO,2025-01-10,Organic,2026-01-10,Basic,Annual,2025-12-19,Poor customer support,12.99,1603,95,1,Urishilla,India,Tamil Nadu,Female,1968-09-18,2023-10-07,Y,54.0,1
0343-KLGOT,2020-12-01,Organic,2021-12-01,Basic,Annual,2021-10-29,Switched to competitor,19.99,3642,78,1,Damyanti,India,Rajasthan,Female,1986-05-04,,,,0
0344-TVXBZ,2024-08-14,Paid,2025-08-14,Premium,Monthly,,,24.99,3553,27,0,Yochana,India,Punjab,Female,2003-03-10,2025-07-18,N,51.0,1
0345-QZAOH,2020-09-28,Referral,2021-09-28,Premium,Annual,,,24.99,3980,38,0,Ladli,India,Uttar Pradesh,Female,1975-03-04,2026-05-16,N,98.0,1
0346-EQXFC,2023-07-14,Referral,2024-07-13,Basic,Annual,2024-12-06,Too expensive,8.99,676,99,1,Faraj,India,Bihar,Male,2002-01-27,,,,0
0347-MTZOT,2021-06-21,Referral,2022-06-21,Premium,Annual,,,22.99,2343,51,0,Anusha,India,Kerala,Female,2004-04-30,2023-08-29,N,100.0,1
0348-UKJZV,2021-08-18,Paid,2022-08-18,Standard,Monthly,,,14.99,1548,12,0,Chanchal,India,Kerala,Female,1999-08-28,,,,0
0349-HYTTJ,2020-07-13,Referral,2021-07-13,Standard,Monthly,,,14.99,1455,12,0,Sai,India,Karnataka,Female,1977-02-16,2026-06-20,N,34.0,1
0350-XDNYW,2025-05-28,Organic,2026-05-28,Premium,Annual,,,29.99,3267,55,0,Kavya,India,Haryana,Female,1996-07-19,2025-12-19,N,68.0,1
0351-CFBOY,2024-09-20,Paid,2025-09-20,Premium,Annual,,,29.99,2899,17,0,Faqid,India,Gujarat,Male,1998-08-25,,,,0
0352-UPXXA,2024-12-14,Organic,2025-12-14,Basic,Annual,2026-06-27,Too expensive,15.99,1403,95,1,Liam,India,Uttar Pradesh,Male,1996-08-25,2025-07-05,Y,46.0,1
0353-FSQRD,2021-02-17,Organic,2022-02-17,Basic,Monthly,2021-09-30,Poor customer support,7.99,601,97,1,Janaki,India,Nagaland,Female,1982-07-18,2024-09-15,Y,43.0,1
0354-VYLKO,2023-05-14,Paid,2024-05-13,Basic,Monthly,2024-01-28,Too expensive,8.99,245,95,1,Madhavi,India,Madhya Pradesh,Female,1987-01-07,,,,0
0355-HXAPM,2020-10-20,Paid,2021-10-20,Basic,Monthly,2022-05-21,Too expensive,14.99,1179,81,1,Anvi,India,Maharashtra,Female,1967-08-26,2026-04-24,Y,73.0,1
0356-PNNBJ,2023-11-14,Paid,2024-11-13,Basic,Monthly,,,7.99,681,16,0,Chaman,India,Assam,Female,1967-12-08,2026-06-29,N,54.0,1
0357-SMMCT,2024-04-11,Paid,2025-04-11,Premium,Annual,2024-10-22,Too expensive,29.99,2341,100,1,Harshil,India,Delhi,Male,1979-05-08,,,,0
0358-OTDZF,2023-08-24,Organic,2024-08-23,Basic,Monthly,,,8.99,290,19,0,Tarak,India,Haryana,Male,1992-07-26,,,,0
0359-DZWPK,2023-02-10,Referral,2024-02-10,Basic,Monthly,,,6.99,318,20,0,Ekantika,India,Uttar Pradesh,Female,1992-12-07,,,,0
0360-NCKPY,2022-07-22,Paid,2023-07-22,Premium,Monthly,,,29.99,2689,50,0,Dipta,India,Bihar,Female,1988-02-26,2025-05-31,N,34.0,1
0361-NYKQU,2024-04-19,Paid,2025-04-19,Standard,Annual,,,15.99,1344,32,0,Nikita,India,Rajasthan,Female,1976-03-15,,,,0
0362-FLYSY,2024-07-28,Referral,2025-07-28,Standard,Annual,,,14.99,754,67,0,Manbir,India,Jharkhand,Male,2003-01-25,,,,0
0363-WEWSJ,2022-02-23,Paid,2023-02-23,Standard,Monthly,,,13.99,1502,31,0,Vrinda,India,Nagaland,Female,1968-04-08,,,,0
0364-WPOOT,2025-06-07,Referral,2026-06-07,Standard,Monthly,,,12.99,1193,2,0,Yasti,India,Odisha,Female,1987-08-26,,,,0
0365-YUPSP,2023-12-16,Organic,2024-12-15,Premium,Annual,,,24.99,2340,23,0,Chaitaly,India,Maharashtra,Female,1980-02-08,2024-01-22,N,83.0,1
0366-VLDUY,2023-09-11,Paid,2024-09-10,Premium,Annual,,,19.99,1868,8,0,Yauvani,India,Delhi,Female,1980-07-10,2024-05-09,N,27.0,1
0367-ZSRQS,2024-12-17,Referral,2025-12-17,Premium,Annual,,,29.99,3875,55,0,Wahab,India,Maharashtra,Male,1974-10-01,,,,0
0368-YLKGZ,2023-07-13,Paid,2024-07-12,Premium,Annual,2025-03-17,Switched to competitor,19.99,3997,77,1,Brijesh,India,Jharkhand,Male,1972-07-01,,,,0
0369-YRAJB,2022-08-28,Referral,2023-08-28,Premium,Annual,,,22.99,3997,9,0,Aarav,India,Haryana,Male,2002-05-25,,,,0
0370-IEYDI,2022-02-07,Paid,2023-02-07,Premium,Monthly,2022-07-03,Poor customer support,9.99,394,89,1,Upadhriti,India,Gujarat,Female,2007-04-08,,,,0
0371-LYEVM,2023-06-05,Paid,2024-06-04,Basic,Monthly,2024-08-23,No longer required,13.99,944,90,1,Upma,India,Gujarat,Female,1990-12-15,2025-03-26,Y,57.0,1
0372-CCQWK,2025-03-02,Referral,2026-03-02,Standard,Monthly,,,14.99,1041,16,0,Aadi,India,Jharkhand,Male,1991-02-25,,,,0
0373-NDYLX,2021-04-20,Paid,2022-04-20,Premium,Annual,2023-03-01,Too expensive,19.99,3172,97,1,Geetika,India,Karnataka,Female,1984-05-26,2025-05-10,Y,42.0,1
0374-NHYRR,2023-04-29,Referral,2024-04-28,Standard,Monthly,,,14.99,813,33,0,Ekbal,India,Bihar,Male,1967-02-28,2026-04-27,N,23.0,1
0375-HQHEV,2022-04-05,Paid,2023-04-05,Premium,Annual,,,19.99,2735,2,0,Tripti,India,Kerala,Female,1982-01-07,,,,0
0376-TWHOQ,2021-02-16,Paid,2022-02-16,Basic,Monthly,,,9.99,522,5,0,Chatura,India,Jharkhand,Male,1997-05-26,,,,0
0377-OEZWI,2022-01-08,Paid,2023-01-08,Standard,Monthly,,,15.99,1159,35,0,Yashoda,India,Tamil Nadu,Female,2005-03-12,2025-10-17,N,76.0,1
0378-HRLIP,2022-11-02,Organic,2023-11-02,Premium,Annual,,,24.99,2289,67,0,Yutika,India,Bihar,Female,1981-02-04,,,,0
0379-ASXQH,2021-09-14,Organic,2022-09-14,Premium,Annual,,,29.99,2082,40,0,Krisha,India,Jharkhand,Female,1980-12-24,,,,0
0380-MRCZC,2022-03-29,Paid,2023-03-29,Basic,Monthly,,,9.99,158,32,0,Ishani,India,Karnataka,Female,1994-04-15,,,,0
0381-MGGPE,2021-02-03,Referral,2022-02-03,Standard,Annual,,,15.99,1100,20,0,Maya,India,Kerala,Female,1989-09-19,,,,0
0382-VSITV,2022-05-07,Paid,2023-05-07,Basic,Monthly,,,9.99,174,2,0,Tarak,India,West Bengal,Male,1997-05-30,,,,0
0383-WTJYY,2023-03-03,Referral,2024-03-02,Basic,Annual,2024-01-30,Lack of features,19.99,3341,91,1,Frederick,India,Rajasthan,Male,1992-10-23,,,,0
0384-CSNGO,2021-04-14,Paid,2022-04-14,Standard,Annual,,,12.99,991,67,0,Damini,India,Assam,Female,1983-04-19,,,,0
0385-BGGQD,2020-07-18,Paid,2021-07-18,Standard,Annual,2021-11-23,Too expensive,14.99,1638,79,1,Netra,India,Telangana,Female,1998-11-13,2026-01-04,Y,39.0,1
0386-LGGEM,2023-10-07,Paid,2024-10-06,Standard,Annual,,,12.99,1590,41,0,Ekapad,India,Haryana,Male,1974-03-01,,,,0
0387-HPILO,2023-05-04,Paid,2024-05-03,Standard,Annual,2023-12-19,No longer required,29.99,3136,81,1,Aradhana,India,Delhi,Female,1995-04-05,2024-03-03,Y,21.0,1
0388-LIQEL,2024-07-27,Paid,2025-07-27,Standard,Monthly,2025-05-25,Lack of features,6.99,318,86,1,Zaid,India,Jharkhand,Male,2005-04-22,2025-08-27,Y,26.0,1
0389-KIAPT,2025-01-28,Organic,2026-01-28,Premium,Monthly,2025-06-08,Switched to competitor,8.99,272,97,1,Aadi,India,Jharkhand,Male,1997-08-29,2025-08-12,Y,87.0,1
0390-QEPEY,2024-07-03,Paid,2025-07-03,Premium,Monthly,,,24.99,2407,66,0,Indira,India,Telangana,Female,1984-10-20,,,,0
0391-SUPQL,2021-08-17,Paid,2022-08-17,Basic,Annual,,,8.99,416,58,0,Falak,India,Assam,Female,1977-10-12,,,,0
0392-LGCIZ,2022-03-01,Organic,2023-03-01,Basic,Monthly,2022-08-01,Switched to competitor,13.99,893,75,1,Anjali,India,Bihar,Female,1989-07-09,,,,0
0393-YPCLE,2021-08-31,Organic,2022-08-31,Basic,Monthly,2022-08-21,Too expensive,9.99,531,93,1,Kashish,India,West Bengal,Female,1972-12-08,2025-12-29,Y,80.0,1
0394-UEVSO,2022-07-26,Paid,2023-07-26,Basic,Annual,2023-09-28,Too expensive,6.99,352,100,1,Kamala,India,Gujarat,Female,1998-04-20,,,,0
0395-UYEGK,2024-11-07,Referral,2025-11-07,Basic,Monthly,,,9.99,201,51,0,Mahika,India,Gujarat,Female,1975-07-05,2025-10-28,N,81.0,1
0396-ENBXG,2023-01-08,Paid,2024-01-08,Basic,Monthly,2024-07-07,Switched to competitor,15.99,1573,83,1,Sanya,India,Odisha,Female,1979-03-26,2026-05-30,Y,55.0,1
0397-NKFPB,2021-02-17,Organic,2022-02-17,Basic,Monthly,2022-02-28,Lack of features,7.99,452,77,1,Unni,India,Haryana,Female,1995-05-11,,,,0
0398-YZCYB,2020-12-21,Organic,2021-12-21,Premium,Monthly,2022-04-16,Poor customer support,7.99,688,75,1,Mekhala,India,Maharashtra,Female,1982-08-23,,,,0
0399-EPPZP,2024-06-27,Referral,2025-06-27,Standard,Annual,,,15.99,1404,24,0,Kashish,India,Haryana,Female,1983-08-12,2023-09-28,N,100.0,1
0400-ZMJBQ,2025-03-20,Organic,2026-03-20,Basic,Annual,2026-12-12,Poor customer support,7.99,180,90,1,Kai,India,Maharashtra,Male,1984-12-11,2026-03-22,Y,11.0,1
0401-GJQQO,2025-05-02,Referral,2026-05-02,Premium,Monthly,,,22.99,2453,8,0,Ranveer,India,Tamil Nadu,Male,1967-09-25,,,,0
0402-LSEID,2021-09-08,Organic,2022-09-08,Premium,Annual,,,22.99,3390,23,0,Lila,India,Jharkhand,Female,1990-05-14,,,,0
0403-JBCNJ,2023-10-30,Paid,2024-10-29,Basic,Annual,,,8.99,517,19,0,Anusha,India,Haryana,Female,1969-07-13,,,,0
0404-CNFUA,2021-04-21,Paid,2022-04-21,Standard,Annual,2022-03-15,No longer required,13.99,1708,76,1,Krisha,India,Odisha,Female,1986-09-08,2025-09-10,Y,25.0,1
0405-MJDUB,2020-12-19,Referral,2021-12-19,Basic,Monthly,,,9.99,150,44,0,Ikshita,India,Odisha,Female,1976-09-04,,,,0
0406-HROZM,2022-03-26,Referral,2023-03-26,Premium,Monthly,,,24.99,2043,15,0,Mohini,India,Madhya Pradesh,Female,1989-08-29,2023-09-18,N,53.0,1
0407-OAPRK,2024-06-22,Organic,2025-06-22,Premium,Annual,,,24.99,2097,13,0,Fitan,India,Rajasthan,Male,2007-09-28,,,,0
0408-TAOJG,2022-05-11,Referral,2023-05-11,Basic,Annual,2023-12-20,Poor customer support,8.99,289,95,1,Aahana,India,Bihar,Female,1997-11-21,,,,0
0409-YTSJG,2023-11-17,Organic,2024-11-16,Basic,Monthly,2024-12-12,Switched to competitor,8.99,378,98,1,Agastya,India,West Bengal,Male,1993-05-26,,,,0
0410-RIYUY,2021-06-16,Organic,2022-06-16,Basic,Annual,2022-08-05,No longer required,6.99,550,80,1,Ikbal,India,Punjab,Male,2005-12-11,2026-03-23,Y,44.0,1
0411-JBZTX,2024-06-02,Referral,2025-06-02,Basic,Monthly,2025-02-18,Too expensive,6.99,658,85,1,Anjali,India,Rajasthan,Female,1984-01-17,,,,0
0412-APGYV,2022-12-05,Paid,2023-12-05,Premium,Monthly,,,24.99,3629,45,0,Varsha,India,Rajasthan,Female,1982-09-21,,,,0
0413-TNENO,2025-01-11,Paid,2026-01-11,Basic,Monthly,2026-06-08,Lack of features,6.99,151,80,1,Nandini,India,Uttar Pradesh,Female,1968-08-10,,,,0
0414-CNYNH,2023-06-13,Referral,2024-06-12,Premium,Monthly,,,24.99,3337,29,0,Sai,India,Punjab,Male,1983-03-13,2025-06-11,N,93.0,1
0415-FKHKH,2025-01-23,Paid,2026-01-23,Basic,Monthly,,,6.99,184,10,0,Anusha,India,Madhya Pradesh,Female,1979-01-03,,,,0
0416-ODVSZ,2021-09-07,Referral,2022-09-07,Basic,Monthly,,,9.99,314,12,0,Lucky,India,Haryana,Male,1996-12-24,,,,0
0417-ELHHO,2020-09-13,Referral,2021-09-13,Basic,Monthly,,,9.99,181,56,0,Robert,India,Bihar,Male,1987-07-13,2025-11-12,N,13.0,1
0418-UUNRB,2025-06-03,Paid,2026-06-03,Basic,Monthly,,,6.99,489,34,0,Ranbir,India,Punjab,Male,1986-06-23,,,,0
0419-PFEDF,2024-03-16,Paid,2025-03-16,Standard,Monthly,,,14.99,1186,63,0,Max,India,Jharkhand,Male,2001-05-07,,,,0
0420-TWWEG,2022-08-15,Paid,2023-08-15,Basic,Monthly,,,8.99,153,62,0,Pavani,India,Bihar,Female,1993-09-20,2026-03-29,N,72.0,1
0421-YBSYP,2022-04-03,Paid,2023-04-03,Basic,Monthly,2023-05-13,Lack of features,6.99,361,78,1,Theodore,India,Gujarat,Male,1982-08-05,,,,0
0422-HNUFF,2023-01-20,Paid,2024-01-20,Standard,Annual,,,14.99,886,49,0,Chandani,India,Delhi,Female,1993-12-25,,,,0
0423-LVWNQ,2022-09-20,Referral,2023-09-20,Standard,Monthly,,,15.99,791,35,0,Deepa,India,Haryana,Female,1989-01-19,,,,0
0424-VKZZD,2022-06-28,Paid,2023-06-28,Standard,Monthly,,,13.99,898,30,0,Urvashi,India,Telangana,Female,1986-01-29,,,,0
0425-DCFYR,2020-08-08,Referral,2021-08-08,Standard,Monthly,,,15.99,1770,61,0,Udant,India,Karnataka,Male,2001-07-23,,,,0
0426-QBXZF,2024-01-25,Paid,2025-01-24,Standard,Monthly,,,13.99,1675,5,0,Arjun,India,Uttar Pradesh,Male,1977-07-22,,,,0
0427-JBJHC,2021-01-05,Paid,2022-01-05,Standard,Annual,,,13.99,946,22,0,Mahika,India,Maharashtra,Female,2008-02-24,,,,0
0428-SZQLZ,2022-09-16,Paid,2023-09-16,Premium,Monthly,,,22.99,2316,26,0,Kabir,India,Jharkhand,Male,2008-02-15,,,,0
0429-XBYPE,2022-12-19,Referral,2023-12-19,Premium,Annual,,,22.99,2856,12,0,Falak,India,West Bengal,Female,1992-05-01,2024-02-09,N,63.0,1
0430-NCAYS,2021-09-01,Referral,2022-09-01,Standard,Annual,,,15.99,1367,2,0,Manbir,India,Tamil Nadu,Male,1969-06-10,2026-03-19,N,41.0,1
0431-ENCSE,2021-08-18,Paid,2022-08-18,Premium,Annual,,,29.99,2260,13,0,Pranit,India,Maharashtra,Male,1999-12-30,,,,0
0432-LAGJM,2025-04-22,Organic,2026-04-22,Premium,Annual,,,19.99,2971,34,0,Diya,India,Kerala,Female,1978-05-05,,,,0
0433-MFCFN,2024-03-18,Paid,2025-03-18,Basic,Monthly,2025-08-01,Too expensive,15.99,1668,94,1,Ganga,India,Maharashtra,Female,1979-02-17,,,,0
0434-XZDQL,2023-10-16,Referral,2024-10-15,Standard,Monthly,,,14.99,1186,48,0,Krishna,India,West Bengal,Female,1981-08-01,2024-09-05,N,80.0,1
0435-LSKFN,2024-12-08,Referral,2025-12-08,Basic,Monthly,,,8.99,468,13,0,Bhavika,India,Assam,Female,1973-09-05,2025-03-28,N,53.0,1
0436-TGYHQ,2023-06-06,Referral,2024-06-05,Premium,Annual,,,22.99,2350,42,0,Reyansh,India,Uttar Pradesh,Male,2001-02-26,,,,0
0437-IURVH,2022-11-30,Paid,2023-11-30,Basic,Monthly,,,9.99,241,63,0,Max,India,Uttar Pradesh,Male,1967-06-26,2025-08-16,N,51.0,1
0438-OJHFY,2022-09-19,Paid,2023-09-19,Premium,Annual,,,24.99,2030,65,0,Ishani,India,Nagaland,Female,2006-05-05,,,,0
0439-AWJIY,2024-07-03,Organic,2025-07-03,Standard,Monthly,,,12.99,1055,32,0,Jeremiah,India,Nagaland,Male,1973-08-12,2026-02-27,N,90.0,1
0440-HDIEY,2022-09-06,Paid,2023-09-06,Basic,Monthly,,,6.99,519,65,0,Darsh,India,Kerala,Male,1995-01-23,2026-06-03,N,91.0,1
0441-XIJLF,2020-11-05,Referral,2021-11-05,Standard,Monthly,,,12.99,762,61,0,Aadi,India,Gujarat,Male,1983-02-25,,,,0
0442-CCHBQ,2022-07-07,Organic,2023-07-07,Standard,Monthly,,,14.99,1405,12,0,Falan,India,Odisha,Male,1987-09-19,,,,0
0443-RLJFT,2024-12-01,Referral,2025-12-01,Basic,Monthly,,,9.99,200,29,0,Samesh,India,Kerala,Male,1999-04-25,2023-08-27,N,73.0,1
0444-BIIHW,2025-05-11,Referral,2026-05-11,Standard,Annual,,,13.99,1251,2,0,Advika,India,Haryana,Female,1975-02-12,,,,0
0445-ASHNH,2024-09-21,Paid,2025-09-21,Standard,Annual,,,13.99,1054,40,0,Ekantika,India,Nagaland,Female,1978-07-15,,,,0
0446-PYNHC,2022-06-08,Organic,2023-06-08,Premium,Annual,,,24.99,3535,28,0,Onkar,India,Rajasthan,Male,2002-03-04,,,,0
0447-VQGWG,2020-09-10,Organic,2021-09-10,Standard,Monthly,,,15.99,909,48,0,Ethan,India,Rajasthan,Male,1994-12-06,2025-03-30,N,95.0,1
0448-RZYJN,2022-04-12,Referral,2023-04-12,Standard,Annual,,,14.99,1311,36,0,Udyati,India,Uttar Pradesh,Female,2000-05-13,,,,0
0449-RJYXU,2024-09-10,Organic,2025-09-10,Standard,Annual,,,14.99,1234,25,0,Kamya,India,West Bengal,Female,1972-06-25,,,,0
0450-ZCJAM,2021-01-18,Organic,2022-01-18,Basic,Annual,,,7.99,208,41,0,Kabir,India,Nagaland,Male,1979-10-08,2026-03-25,N,73.0,1
0451-BOSYK,2022-10-25,Paid,2023-10-25,Standard,Annual,,,12.99,1718,50,0,Dakshesh,India,Bihar,Male,1968-08-02,,,,0
0452-YBRMC,2021-06-25,Paid,2022-06-25,Premium,Annual,,,22.99,3205,61,0,Siya,India,West Bengal,Female,1986-09-22,,,,0
0453-VFGDI,2020-07-18,Paid,2021-07-18,Premium,Annual,,,24.99,3877,24,0,Finn,India,Gujarat,Male,2005-07-27,,,,0
0454-PBVWP,2024-10-09,Referral,2025-10-09,Premium,Monthly,2025-12-16,Too expensive,9.99,281,80,1,Samarth,India,Karnataka,Male,1974-10-05,,,,0
0455-FAZEI,2021-02-09,Organic,2022-02-09,Standard,Monthly,2022-03-07,Lack of features,7.99,464,93,1,Christopher,India,Bihar,Male,1969-12-15,,,,0
0456-EOLAZ,2025-01-03,Referral,2026-01-03,Premium,Annual,,,29.99,2019,10,0,Ganga,India,Kerala,Female,1976-03-16,,,,0
0457-BLAAY,2022-08-15,Referral,2023-08-15,Standard,Monthly,,,13.99,1724,53,0,Chandresh,India,Telangana,Male,1981-11-21,2024-07-19,N,37.0,1
0458-CAWOC,2025-03-20,Paid,2026-03-20,Basic,Annual,,,7.99,290,59,0,Omisha,India,Nagaland,Female,2006-10-29,,,,0
0459-XZATC,2025-03-09,Referral,2026-03-09,Basic,Monthly,2025-08-05,Too expensive,7.99,232,95,1,Bakhshi,India,Jharkhand,Male,1987-08-28,,,,0
0460-UZPGE,2025-01-15,Paid,2026-01-15,Standard,Annual,,,13.99,1045,12,0,Kashvi,India,Delhi,Female,1973-05-22,2023-11-01,N,77.0,1
0461-GDBHF,2021-08-26,Organic,2022-08-26,Basic,Monthly,2023-05-24,Switched to competitor,9.99,589,76,1,Luke,India,Gujarat,Male,1995-01-05,2023-11-22,Y,22.0,1
0462-TPDLG,2020-07-11,Referral,2021-07-11,Basic,Annual,2021-06-20,Switched to competitor,19.99,3119,75,1,Gaurav,India,Gujarat,Male,1984-09-11,2025-02-12,Y,89.0,1
0463-OZIQF,2023-09-01,Paid,2024-08-31,Standard,Monthly,,,14.99,1339,22,0,Aditya,India,Karnataka,Male,1983-05-19,2025-12-05,N,79.0,1
0464-PVYGI,2021-08-20,Referral,2022-08-20,Premium,Annual,2022-10-29,Lack of features,6.99,455,91,1,Sanaya,India,Telangana,Female,1992-12-09,,,,0
0465-NXTPS,2025-02-23,Referral,2026-02-23,Premium,Annual,,,22.99,3203,22,0,Rachana,India,Tamil Nadu,Female,2007-12-13,2025-07-14,N,54.0,1
0466-LAROA,2023-09-07,Referral,2024-09-06,Premium,Annual,2023-12-28,No longer required,29.99,1878,98,1,Geetika,India,Nagaland,Female,1973-07-25,2026-01-26,Y,98.0,1
0467-NDGLD,2025-04-18,Organic,2026-04-18,Standard,Annual,,,12.99,1450,33,0,Oliver,India,Assam,Male,1971-11-15,,,,0
0468-JRAYY,2023-10-13,Referral,2024-10-12,Premium,Annual,2024-05-08,Lack of features,19.99,1996,97,1,Lakshmi,India,Odisha,Female,1989-09-14,,,,0
0469-JUCKO,2021-05-17,Paid,2022-05-17,Standard,Monthly,,,12.99,1217,2,0,Anamika,India,Nagaland,Female,1974-12-31,2026-05-19,N,10.0,1
0470-XHFWK,2023-11-28,Referral,2024-11-27,Basic,Monthly,2025-08-02,No longer required,6.99,682,78,1,Wridesh,India,Gujarat,Male,1999-04-30,2024-01-20,Y,68.0,1
0471-SVMRX,2023-11-17,Referral,2024-11-16,Basic,Monthly,,,6.99,258,67,0,Zehaan,India,Nagaland,Male,1978-07-24,,,,0
0472-WUMSX,2022-05-12,Paid,2023-05-12,Premium,Annual,,,24.99,3478,27,0,Omkaar,India,Assam,Male,2005-07-23,2025-07-28,N,18.0,1
0473-COHPR,2023-09-24,Paid,2024-09-23,Basic,Monthly,2025-08-01,Lack of features,15.99,1377,78,1,Mekhala,India,Bihar,Female,1988-08-11,,,,0
0474-CINBC,2023-05-05,Referral,2024-05-04,Basic,Monthly,,,6.99,673,30,0,Ansh,India,West Bengal,Male,1998-12-22,,,,0
0475-GKFKV,2021-01-14,Paid,2022-01-14,Standard,Monthly,2022-02-05,Poor customer support,14.99,1240,76,1,Vyanjana,India,Kerala,Female,1995-12-28,2025-11-14,Y,76.0,1
0476-NWWVP,2020-10-28,Paid,2021-10-28,Premium,Annual,,,24.99,3544,6,0,Samaksh,India,Uttar Pradesh,Male,2001-09-06,,,,0
0477-REITF,2023-07-17,Organic,2024-07-16,Basic,Monthly,,,7.99,324,35,0,Banjeet,India,Madhya Pradesh,Male,1980-02-04,2026-04-13,N,70.0,1
0478-ROPOB,2025-01-22,Paid,2026-01-22,Premium,Annual,,,19.99,3326,59,0,Netra,India,Uttar Pradesh,Female,1981-10-12,,,,0
0479-MIFVF,2023-01-23,Referral,2024-01-23,Basic,Monthly,,,9.99,639,15,0,Balveer,India,Bihar,Male,1999-06-23,,,,0
0480-LZJZP,2021-06-27,Organic,2022-06-27,Basic,Monthly,2022-12-17,Switched to competitor,6.99,313,93,1,Ekiya,India,Punjab,Female,1977-03-01,,,,0
0481-WFFOT,2020-10-30,Organic,2021-10-30,Standard,Annual,,,14.99,759,17,0,Madhavi,India,Jharkhand,Female,1983-07-10,2024-08-14,N,27.0,1
0482-MYSUX,2021-04-01,Paid,2022-04-01,Premium,Annual,2022-05-17,Too expensive,15.99,931,95,1,Isha,India,Rajasthan,Female,1967-07-20,,,,0
0483-ZZODL,2021-10-25,Referral,2022-10-25,Premium,Annual,,,22.99,3185,56,0,Daksha,India,Bihar,Female,1987-07-02,,,,0
0484-FLZJF,2025-03-07,Referral,2026-03-07,Standard,Monthly,,,13.99,1686,7,0,Warhi,India,Odisha,Female,1971-12-23,2025-03-30,N,11.0,1
0485-SXULB,2024-06-03,Organic,2025-06-03,Basic,Annual,,,7.99,667,10,0,Harish,India,Haryana,Male,2001-11-04,2026-02-07,N,48.0,1
0486-PMBSZ,2020-12-29,Paid,2021-12-29,Premium,Annual,,,24.99,2786,49,0,Sanaya,India,Nagaland,Female,1972-01-26,,,,0
0487-SPPPB,2021-07-04,Organic,2022-07-04,Standard,Monthly,,,13.99,861,64,0,Ria,India,Bihar,Female,1996-09-13,,,,0
0488-TLXEX,2021-12-07,Paid,2022-12-07,Standard,Annual,,,12.99,1718,5,0,Anirudh,India,Bihar,Male,1998-01-01,2025-01-25,N,40.0,1
0489-EYFWA,2024-12-31,Organic,2025-12-31,Standard,Annual,,,12.99,886,66,0,Wahab,India,Kerala,Male,1978-05-04,2025-10-04,N,44.0,1
0490-FVEGT,2022-04-20,Paid,2023-04-20,Standard,Monthly,,,15.99,1398,59,0,Balvan,India,Nagaland,Male,1992-10-30,2024-03-28,N,53.0,1
0491-UZLDY,2021-09-22,Paid,2022-09-22,Basic,Monthly,,,9.99,522,29,0,Harshil,India,Uttar Pradesh,Male,1989-08-05,2026-04-22,N,54.0,1
